GrantId,PersonID,Role,YearofBirth,CountryofBirth,HomeLanguage,DeptNo,FacultyNo,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C
8224,79032.0,DELEGATED_RESEARCHER,1955.0,Australia,,2713.0,25.0,Yes ,more than 15,1.0,10.0,0.0,0.0,0.0,0.0
8225.0,11342.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2558.0,25.0,Yes ,>=0 to 5,0.0,7.0,1.0,1.0,3.0,6.0
8225,13522.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2533.0,25.0,,>10 to 15,0.0,1.0,0.0,0.0,0.0,0.0
8225,86282.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2533.0,25.0,,>5 to 10,0.0,0.0,2.0,8.0,1.0,3.0
8225,89127.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2533.0,25.0,Yes ,>5 to 10,0.0,1.0,0.0,8.0,10.0,10.0
8225,26352.0,CHIEF_INVESTIGATOR,1975.0,Eastern Europe,,,25.0,Yes ,>5 to 10,0.0,1.0,0.0,4.0,0.0,0.0
8226.0,51677.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2668.0,25.0,,,0.0,3.0,0.0,2.0,0.0,0.0
8227.0,51502.0,CHIEF_INVESTIGATOR,1975.0,Middle East and Africa,,2713.0,25.0,Yes ,>=0 to 5,1.0,1.0,4.0,7.0,0.0,1.0
8227,608447.0,CHIEF_INVESTIGATOR,1965.0,,,2178.0,19.0,,>=0 to 5,4.0,1.0,0.0,0.0,0.0,0.0
8227,79022.0,CHIEF_INVESTIGATOR,1945.0,Western Europe,,2713.0,25.0,,more than 15,4.0,11.0,36.0,48.0,10.0,4.0
8227,10662.0,CHIEF_INVESTIGATOR,1955.0,Australia,English,1258.0,34.0,Yes ,>10 to 15,2.0,4.0,2.0,4.0,9.0,0.0
8228.0,805262.0,HONVISIT,1965.0,,,2778.0,25.0,,>=0 to 5,0.0,2.0,0.0,4.0,3.0,1.0
8229.0,964402.0,CHIEF_INVESTIGATOR,1965.0,,,2813.0,25.0,,>=0 to 5,0.0,2.0,0.0,0.0,2.0,0.0
8230.0,28042.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,20.0,3.0,5.0,2.0
8230,15767.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,2.0,0.0,2.0,5.0,14.0,0.0
8231.0,73422.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2713.0,25.0,Yes ,>10 to 15,5.0,5.0,9.0,12.0,9.0,8.0
8232.0,107862.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2713.0,25.0,,>=0 to 5,4.0,8.0,1.0,1.0,5.0,0.0
8233.0,76432.0,CHIEF_INVESTIGATOR,1960.0,Australia,English,2653.0,25.0,,>5 to 10,4.0,1.0,29.0,21.0,11.0,8.0
8234.0,971367.0,CHIEF_INVESTIGATOR,1970.0,,,2763.0,25.0,,>=0 to 5,1.0,1.0,6.0,4.0,1.0,1.0
8234,950172.0,CHIEF_INVESTIGATOR,1975.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
8234,4102.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2948.0,25.0,Yes ,more than 15,1.0,8.0,9.0,16.0,11.0,4.0
8235.0,801752.0,CHIEF_INVESTIGATOR,1965.0,,,2653.0,25.0,,>=0 to 5,2.0,3.0,1.0,0.0,0.0,0.0
8236.0,100772.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,English,2728.0,25.0,Yes ,>5 to 10,0.0,0.0,6.0,3.0,3.0,0.0
8236,141552.0,CHIEF_INVESTIGATOR,1945.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
8236,78967.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,2728.0,25.0,Yes ,more than 15,8.0,9.0,7.0,10.0,10.0,2.0
8237.0,641022.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,1.0,8.0,0.0,5.0,1.0,0.0
8238.0,147222.0,CHIEF_INVESTIGATOR,1965.0,Australia,,3268.0,31.0,Yes ,>=0 to 5,0.0,4.0,1.0,31.0,11.0,22.0
8239.0,397672.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,3.0,1.0,5.0,11.0,1.0,0.0
8239,82527.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2628.0,25.0,Yes ,more than 15,1.0,0.0,0.0,0.0,0.0,0.0
8239,78612.0,PRINCIPAL_SUPERVISOR,1945.0,South Africa,,2628.0,25.0,Yes ,>5 to 10,2.0,0.0,9.0,24.0,14.0,7.0
8240.0,882767.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2773.0,25.0,Yes ,>=0 to 5,3.0,1.0,4.0,12.0,6.0,2.0
8241.0,107862.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2713.0,25.0,,>=0 to 5,4.0,8.0,1.0,1.0,5.0,0.0
8241,78637.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2713.0,25.0,,>10 to 15,0.0,7.0,0.0,0.0,0.0,0.0
8241,5242.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2713.0,25.0,,Less than 0,2.0,4.0,5.0,10.0,11.0,4.0
8242.0,646977.0,CHIEF_INVESTIGATOR,1980.0,Great Britain,,2563.0,25.0,,Less than 0,1.0,4.0,3.0,1.0,0.0,0.0
8242,12177.0,CHIEF_INVESTIGATOR,1960.0,,,2563.0,25.0,,>=0 to 5,0.0,0.0,0.0,0.0,0.0,0.0
8242,2712.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2563.0,25.0,Yes ,>10 to 15,3.0,11.0,23.0,46.0,39.0,24.0
8243.0,659757.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2668.0,25.0,Yes ,>=0 to 5,2.0,6.0,11.0,3.0,1.0,0.0
8244.0,78782.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,2678.0,25.0,Yes ,>10 to 15,6.0,9.0,2.0,5.0,16.0,4.0
8244,82567.0,DELEGATED_RESEARCHER,1955.0,Australia,English,2678.0,25.0,Yes ,more than 15,2.0,5.0,0.0,0.0,0.0,0.0
8245.0,25117.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2763.0,25.0,Yes ,Less than 0,2.0,2.0,3.0,15.0,3.0,5.0
8246.0,73422.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2713.0,25.0,Yes ,>10 to 15,5.0,5.0,9.0,12.0,9.0,8.0
8247.0,497907.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2578.0,25.0,Yes ,>=0 to 5,1.0,4.0,3.0,1.0,1.0,0.0
8248.0,407.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,2713.0,25.0,,>10 to 15,1.0,4.0,6.0,3.0,6.0,2.0
8249.0,633387.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
8249,79022.0,CHIEF_INVESTIGATOR,1945.0,Western Europe,,2713.0,25.0,,more than 15,4.0,11.0,0.0,0.0,0.0,0.0
8251.0,937957.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,4.0,0.0,3.0,8.0,0.0,3.0
8252.0,1797.0,CHIEF_INVESTIGATOR,1960.0,North America,,2678.0,25.0,Yes ,>10 to 15,7.0,23.0,0.0,13.0,12.0,0.0
8252,73402.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,3268.0,31.0,Yes ,>10 to 15,5.0,9.0,0.0,0.0,0.0,0.0
8253.0,948642.0,CHIEF_INVESTIGATOR,1975.0,,,2653.0,25.0,,>=0 to 5,1.0,1.0,0.0,0.0,0.0,0.0
8254.0,33752.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2578.0,25.0,,>5 to 10,4.0,2.0,1.0,1.0,0.0,0.0
8255.0,76237.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,English,2923.0,25.0,Yes ,>10 to 15,4.0,7.0,3.0,6.0,10.0,2.0
8255,381382.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2923.0,25.0,Yes ,>=0 to 5,1.0,3.0,0.0,0.0,0.0,0.0
8256.0,34737.0,CHIEF_INVESTIGATOR,1970.0,North America,,2603.0,25.0,Yes ,>=0 to 5,7.0,18.0,5.0,10.0,16.0,1.0
8256,641012.0,CHIEF_INVESTIGATOR,1975.0,,,2853.0,25.0,,>=0 to 5,0.0,9.0,0.0,0.0,0.0,0.0
8256,21732.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2853.0,25.0,Yes ,>5 to 10,1.0,3.0,3.0,22.0,20.0,19.0
8257.0,15632.0,CHIEF_INVESTIGATOR,1965.0,,,,,,,0.0,0.0,7.0,0.0,4.0,4.0
8257,16227.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,3273.0,31.0,Yes ,>10 to 15,2.0,2.0,0.0,0.0,0.0,0.0
8258.0,7047.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2713.0,25.0,,>=0 to 5,1.0,8.0,14.0,11.0,4.0,8.0
8258,78602.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,2628.0,25.0,Yes ,more than 15,5.0,0.0,0.0,0.0,0.0,0.0
8259.0,78537.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2603.0,25.0,Yes ,more than 15,3.0,5.0,14.0,17.0,8.0,2.0
8259,7587.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2603.0,25.0,Yes ,>10 to 15,1.0,0.0,0.0,0.0,0.0,0.0
8260.0,78782.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,2678.0,25.0,Yes ,>10 to 15,6.0,9.0,2.0,5.0,16.0,4.0
8260,55337.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2678.0,25.0,Yes ,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
8261.0,86672.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2713.0,25.0,Yes ,>=0 to 5,6.0,6.0,4.0,1.0,1.0,0.0
8261,72037.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2713.0,25.0,Yes ,>5 to 10,8.0,12.0,0.0,0.0,0.0,0.0
8262.0,68732.0,CHIEF_INVESTIGATOR,1950.0,North America,,2523.0,25.0,Yes ,>=0 to 5,0.0,2.0,0.0,2.0,1.0,0.0
8262,107602.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,0.0,1.0,0.0,0.0,0.0,0.0
8263.0,132232.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,1.0,1.0,9.0,4.0,2.0,0.0
8263,82567.0,DELEGATED_RESEARCHER,1955.0,Australia,English,2678.0,25.0,Yes ,more than 15,2.0,5.0,0.0,0.0,0.0,0.0
8264.0,46682.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2578.0,25.0,Yes ,>5 to 10,1.0,4.0,2.0,4.0,4.0,2.0
8265.0,84587.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2668.0,25.0,,,2.0,1.0,9.0,4.0,2.0,1.0
8266.0,27757.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2813.0,25.0,,>5 to 10,4.0,1.0,17.0,9.0,7.0,2.0
8267.0,971367.0,CHIEF_INVESTIGATOR,1970.0,,,2763.0,25.0,,>=0 to 5,1.0,1.0,6.0,4.0,1.0,1.0
8267,4102.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2948.0,25.0,Yes ,more than 15,1.0,8.0,0.0,0.0,0.0,0.0
8269.0,16632.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2973.0,25.0,Yes ,>5 to 10,1.0,4.0,10.0,10.0,1.0,2.0
8269,72222.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2973.0,25.0,,more than 15,0.0,3.0,0.0,0.0,0.0,0.0
8269,64277.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2973.0,25.0,Yes ,more than 15,0.0,1.0,25.0,16.0,12.0,6.0
8270.0,99052.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3273.0,31.0,Yes ,>=0 to 5,2.0,3.0,10.0,2.0,3.0,1.0
8270,779697.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2878.0,25.0,Yes ,>=0 to 5,0.0,4.0,0.0,0.0,0.0,0.0
8271.0,19082.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2563.0,25.0,Yes ,>5 to 10,1.0,4.0,8.0,5.0,3.0,1.0
8272.0,142457.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2713.0,25.0,,Less than 0,2.0,2.0,0.0,0.0,1.0,0.0
8272,78817.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2713.0,25.0,Yes ,more than 15,5.0,10.0,0.0,0.0,0.0,0.0
8273.0,67037.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2563.0,25.0,Yes ,more than 15,7.0,19.0,6.0,6.0,22.0,7.0
8274.0,29927.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2738.0,25.0,,>5 to 10,0.0,1.0,0.0,0.0,0.0,0.0
8275.0,868722.0,CHIEF_INVESTIGATOR,1965.0,Australia,,,,Yes ,,2.0,4.0,4.0,10.0,9.0,1.0
8276.0,73422.0,CHIEF_INVESTIGATOR,1960.0,Great Britain,,2713.0,25.0,Yes ,>10 to 15,5.0,5.0,9.0,12.0,9.0,8.0
8277.0,4082.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2678.0,25.0,Yes ,>10 to 15,0.0,6.0,0.0,3.0,2.0,1.0
8277,19287.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2578.0,25.0,Yes ,>5 to 10,4.0,1.0,0.0,0.0,0.0,0.0
8278.0,75972.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,Yes ,>5 to 10,3.0,5.0,8.0,7.0,4.0,4.0
8278,39812.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2603.0,25.0,Yes ,>5 to 10,5.0,3.0,0.0,0.0,0.0,0.0
8279.0,71867.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2578.0,25.0,Yes ,more than 15,9.0,5.0,11.0,29.0,46.0,24.0
8280.0,66772.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2558.0,25.0,Yes ,more than 15,3.0,0.0,12.0,19.0,10.0,2.0
8281.0,359677.0,CHIEF_INVESTIGATOR,1975.0,Australia,,3258.0,31.0,,,0.0,6.0,1.0,0.0,1.0,0.0
8282.0,84622.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2973.0,25.0,,>5 to 10,3.0,13.0,16.0,16.0,7.0,7.0
8282,84627.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2973.0,25.0,Yes ,>=0 to 5,0.0,10.0,0.0,0.0,0.0,0.0
8282,72222.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2973.0,25.0,,more than 15,0.0,3.0,17.0,15.0,9.0,6.0
8283.0,20722.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2853.0,25.0,Yes ,>=0 to 5,0.0,1.0,3.0,8.0,6.0,5.0
8284.0,868722.0,CHIEF_INVESTIGATOR,1965.0,Australia,,,,Yes ,,2.0,4.0,4.0,10.0,9.0,1.0
8284,906612.0,CHIEF_INVESTIGATOR,1975.0,Asia Pacific,,2603.0,25.0,Yes ,>=0 to 5,2.0,3.0,0.0,0.0,0.0,0.0
8285.0,497907.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2578.0,25.0,Yes ,>=0 to 5,1.0,4.0,3.0,1.0,1.0,0.0
8286.0,24627.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,2768.0,25.0,,>5 to 10,0.0,3.0,0.0,3.0,2.0,0.0
8288.0,82502.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,,>5 to 10,6.0,4.0,2.0,3.0,1.0,0.0
8289.0,593217.0,CHIEF_INVESTIGATOR,1970.0,Australia,,3658.0,22.0,Yes ,>=0 to 5,1.0,3.0,27.0,28.0,7.0,4.0
8290.0,75747.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2668.0,25.0,Yes ,>5 to 10,1.0,2.0,2.0,2.0,2.0,1.0
8290,78762.0,PRINCIPAL_SUPERVISOR,1960.0,Australia,,2668.0,25.0,Yes ,>5 to 10,4.0,8.0,0.0,0.0,0.0,0.0
8291.0,17367.0,CHIEF_INVESTIGATOR,1960.0,Asia Pacific,,2523.0,25.0,Yes ,>5 to 10,4.0,7.0,8.0,5.0,15.0,6.0
8291,649042.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,4.0,3.0,0.0,0.0,0.0,0.0
8292.0,397672.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2628.0,25.0,Yes ,>=0 to 5,3.0,1.0,5.0,11.0,1.0,0.0
8293.0,636677.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,2.0,0.0,4.0,8.0,3.0,0.0
8293,43882.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,1.0,11.0,0.0,0.0,0.0,0.0
8293,578662.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2768.0,25.0,Yes ,>=0 to 5,1.0,2.0,3.0,7.0,1.0,1.0
8293,74827.0,CHIEF_INVESTIGATOR,1955.0,Australia,English,2768.0,25.0,Yes ,>10 to 15,0.0,3.0,24.0,46.0,22.0,6.0
8294.0,144177.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,2.0,1.0,10.0,12.0,12.0,12.0
8294,17617.0,CHIEF_INVESTIGATOR,1965.0,North America,English,2563.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,0.0,0.0,0.0
8294,67037.0,CHIEF_INVESTIGATOR,1950.0,Eastern Europe,,2563.0,25.0,Yes ,more than 15,7.0,19.0,6.0,6.0,22.0,7.0
8295.0,925237.0,CHIEF_INVESTIGATOR,1965.0,Australia,,,,Yes ,,0.0,1.0,0.0,9.0,0.0,2.0
8296.0,1547.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2548.0,25.0,Yes ,>5 to 10,0.0,0.0,0.0,2.0,4.0,3.0
8296,80057.0,CHIEF_INVESTIGATOR,1950.0,Australia,English,3073.0,31.0,Yes ,more than 15,0.0,2.0,0.0,0.0,0.0,0.0
8296,436362.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2163.0,19.0,Yes ,>=0 to 5,0.0,0.0,8.0,20.0,9.0,0.0
8296,78822.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2678.0,25.0,,Less than 0,1.0,1.0,1.0,2.0,10.0,1.0
8296,23342.0,CHIEF_INVESTIGATOR,1960.0,Australia,,,25.0,Yes ,>5 to 10,3.0,2.0,6.0,2.0,17.0,12.0
8297.0,813567.0,CHIEF_INVESTIGATOR,1970.0,,,2533.0,25.0,Yes ,>=0 to 5,1.0,3.0,1.0,3.0,2.0,3.0
8297,9217.0,CHIEF_INVESTIGATOR,1945.0,Australia,,2533.0,25.0,Yes ,more than 15,0.0,0.0,0.0,0.0,0.0,0.0
8298.0,114842.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2578.0,25.0,Yes ,>=0 to 5,2.0,3.0,3.0,2.0,4.0,0.0
8299.0,14957.0,CHIEF_INVESTIGATOR,1975.0,Australia,English,2713.0,25.0,Yes ,>10 to 15,3.0,6.0,5.0,2.0,5.0,2.0
8299,79032.0,DELEGATED_RESEARCHER,1955.0,Australia,,2713.0,25.0,Yes ,more than 15,1.0,10.0,0.0,0.0,0.0,0.0
8300.0,34502.0,CHIEF_INVESTIGATOR,1970.0,Australia,English,2553.0,25.0,Yes ,>5 to 10,0.0,2.0,8.0,0.0,2.0,5.0
8300,7342.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2553.0,25.0,Yes ,>10 to 15,0.0,6.0,0.0,0.0,0.0,0.0
8300,63782.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2553.0,25.0,Yes ,more than 15,7.0,9.0,21.0,26.0,13.0,16.0
8301.0,80377.0,CHIEF_INVESTIGATOR,1945.0,Australia,,3258.0,31.0,Yes ,more than 15,5.0,3.0,5.0,8.0,6.0,3.0
8302.0,44252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2813.0,25.0,Yes ,>5 to 10,5.0,4.0,5.0,4.0,2.0,0.0
8302,66782.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2813.0,25.0,,>=0 to 5,0.0,3.0,0.0,0.0,0.0,0.0
8303.0,67842.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,Yes ,>5 to 10,4.0,16.0,14.0,49.0,19.0,5.0
8304.0,33812.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,2768.0,25.0,Yes ,>5 to 10,2.0,3.0,5.0,11.0,11.0,3.0
8304,593492.0,CHIEF_INVESTIGATOR,1970.0,,,2538.0,25.0,Yes ,>=0 to 5,1.0,5.0,0.0,0.0,0.0,0.0
8305.0,68502.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2538.0,25.0,,>10 to 15,2.0,0.0,16.0,11.0,4.0,2.0
8306.0,147827.0,CHIEF_INVESTIGATOR,1950.0,North America,,3273.0,31.0,Yes ,>=0 to 5,1.0,3.0,1.0,2.0,3.0,4.0
8307.0,802167.0,PRINCIPAL_SUPERVISOR,1975.0,,,2603.0,25.0,,>=0 to 5,3.0,5.0,1.0,0.0,0.0,0.0
8308.0,34737.0,CHIEF_INVESTIGATOR,1970.0,North America,,2603.0,25.0,Yes ,>=0 to 5,7.0,18.0,5.0,10.0,16.0,1.0
8309.0,40947.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2653.0,25.0,Yes ,>5 to 10,1.0,7.0,8.0,3.0,1.0,1.0
8309,7597.0,CHIEF_INVESTIGATOR,1955.0,Eastern Europe,English,3048.0,31.0,Yes ,>10 to 15,2.0,7.0,0.0,0.0,0.0,0.0
8311.0,100772.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,English,2728.0,25.0,Yes ,>5 to 10,0.0,0.0,6.0,3.0,3.0,0.0
8311,78967.0,CHIEF_INVESTIGATOR,1955.0,Western Europe,,2728.0,25.0,Yes ,more than 15,8.0,9.0,0.0,0.0,0.0,0.0
8312.0,74302.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,Yes ,>10 to 15,4.0,2.0,3.0,1.0,6.0,1.0
8312,74492.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2653.0,25.0,Yes ,more than 15,5.0,6.0,0.0,0.0,0.0,0.0
8313.0,110517.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2728.0,25.0,Yes ,>=0 to 5,1.0,3.0,0.0,0.0,0.0,0.0
8313,143357.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,2728.0,25.0,Yes ,>=0 to 5,2.0,3.0,0.0,0.0,0.0,0.0
8313,85862.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,2728.0,25.0,,>5 to 10,9.0,18.0,0.0,5.0,21.0,7.0
8313,20007.0,PRINCIPAL_SUPERVISOR,1955.0,Australia,,2713.0,25.0,,more than 15,1.0,0.0,4.0,3.0,8.0,1.0
8314.0,98212.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,,more than 15,4.0,4.0,10.0,7.0,3.0,0.0
8315.0,110517.0,CHIEF_INVESTIGATOR,1980.0,Australia,,2728.0,25.0,Yes ,>=0 to 5,1.0,3.0,0.0,0.0,0.0,0.0
8315,28832.0,CHIEF_INVESTIGATOR,1950.0,,,2728.0,25.0,,Less than 0,0.0,0.0,0.0,0.0,0.0,0.0
8315,143357.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,2728.0,25.0,Yes ,>=0 to 5,2.0,3.0,0.0,1.0,18.0,1.0
8315,886577.0,CHIEF_INVESTIGATOR,1970.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
8315,85862.0,CHIEF_INVESTIGATOR,1950.0,Western Europe,,,25.0,,>5 to 10,9.0,18.0,0.0,5.0,21.0,7.0
8316.0,19347.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2893.0,25.0,,>5 to 10,0.0,4.0,2.0,11.0,1.0,3.0
8316,74012.0,CHIEF_INVESTIGATOR,1955.0,Australia,,2893.0,25.0,Yes ,>5 to 10,1.0,0.0,0.0,0.0,0.0,0.0
8317.0,14532.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2773.0,25.0,,>10 to 15,0.0,3.0,0.0,6.0,8.0,12.0
8317,70132.0,CHIEF_INVESTIGATOR,1960.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
8318.0,9107.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2523.0,25.0,Yes ,>5 to 10,5.0,1.0,3.0,8.0,21.0,15.0
8319.0,67842.0,CHIEF_INVESTIGATOR,1965.0,Australia,,2653.0,25.0,Yes ,>5 to 10,4.0,16.0,14.0,49.0,19.0,5.0
8319,140442.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2763.0,25.0,Yes ,>=0 to 5,0.0,2.0,0.0,0.0,0.0,0.0
8319,79192.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2523.0,25.0,Yes ,more than 15,8.0,15.0,60.0,95.0,38.0,10.0
8320.0,23437.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2713.0,25.0,,,2.0,3.0,2.0,0.0,2.0,0.0
8320,79032.0,DELEGATED_RESEARCHER,1955.0,Australia,,2713.0,25.0,Yes ,more than 15,1.0,10.0,0.0,0.0,0.0,0.0
8321.0,144177.0,CHIEF_INVESTIGATOR,1970.0,Australia,,2523.0,25.0,Yes ,>=0 to 5,2.0,1.0,10.0,12.0,12.0,12.0
8322.0,110472.0,CHIEF_INVESTIGATOR,1965.0,Australia,English,2973.0,25.0,,>=0 to 5,0.0,3.0,2.0,15.0,8.0,14.0
8322,36252.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2973.0,25.0,Yes ,>5 to 10,3.0,24.0,0.0,0.0,0.0,0.0
8323.0,39202.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2603.0,25.0,,>5 to 10,1.0,3.0,0.0,1.0,0.0,0.0
8324.0,122392.0,CHIEF_INVESTIGATOR,1975.0,Australia,,2813.0,25.0,,Less than 0,0.0,3.0,0.0,1.0,0.0,0.0
8324,624752.0,CHIEF_INVESTIGATOR,1970.0,,,,,,,1.0,3.0,0.0,0.0,0.0,0.0
8324,105337.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2828.0,25.0,,>=0 to 5,3.0,5.0,12.0,9.0,7.0,2.0
8325.0,108962.0,CHIEF_INVESTIGATOR,1950.0,Australia,,2538.0,25.0,,>=0 to 5,3.0,7.0,3.0,9.0,6.0,0.0
8326.0,7512.0,CHIEF_INVESTIGATOR,1960.0,Australia,,2538.0,25.0,Yes ,Less than 0,0.0,5.0,1.0,5.0,2.0,1.0
8326,73402.0,CHIEF_INVESTIGATOR,1965.0,Great Britain,,3268.0,31.0,Yes ,>10 to 15,5.0,9.0,0.0,0.0,0.0,0.0
8326,72317.0,CHIEF_INVESTIGATOR,1950.0,Great Britain,,2678.0,25.0,Yes ,more than 15,3.0,3.0,7.0,13.0,5.0,1.0
8327.0,143357.0,CHIEF_INVESTIGATOR,1965.0,Asia Pacific,,2728.0,25.0,Yes ,>=0 to 5,2.0,3.0,0.0,1.0,18.0,1.0
